# 16 atoms
# 160000 steps
# 148535 last change step
# -29.4427 eV
2.505e-012	-3.02485e-010	-1.90505e-010
-3.04825e-010	-1.8595e-011	-1.81155e-010
-1.8616e-010	-1.88185e-010	1.85475e-010
2.061e-011	-1.75885e-010	3.3405e-011
1.8403e-010	-1.22165e-010	-1.50555e-010
-1.5814e-010	-7.05e-012	1.977e-011
-1.11095e-010	2.18735e-010	1.08285e-010
-2.68715e-010	5.1415e-011	2.33095e-010
7.283e-011	7.4275e-011	-1.777e-011
-3.8757e-010	-9.148e-011	5.408e-011
-2.0905e-010	-2.29005e-010	-6.94e-011
-2.05815e-010	-2.12365e-010	-3.2221e-010
-1.33315e-010	1.72815e-010	-1.45085e-010
-3.4307e-010	1.5682e-010	7.23e-012
-5.428e-011	-6.0065e-011	-1.96875e-010
-1.52e-011	3.475e-012	2.18255e-010
