# 20 atoms
# 0 steps
# 0 last change step
# 0 eV
6.24e-011	5.172e-011	2.9244e-010
9.36e-012	9.642e-011	-3.534e-011
2.46e-010	2.3172e-010	-1.3728e-010
1.8168e-010	-2.844e-011	4.944e-011
-2.229e-010	-1.14e-010	-1.0794e-010
-1.137e-010	1.4844e-010	-2.7252e-010
8.184e-011	-4.566e-011	-5.658e-011
-6.87e-011	-7.92e-011	-3.018e-011
-1.5258e-010	-1.2666e-010	-2.5692e-010
2.6622e-010	2.5626e-010	-1.8108e-010
-9.696e-011	-2.9658e-010	-1.7562e-010
-1.104e-010	2.706e-011	2.925e-010
-1.8024e-010	-2.58e-011	-1.1592e-010
-2.175e-010	1.6104e-010	1.17e-011
1.8378e-010	-8.904e-011	-1.6524e-010
-1.4406e-010	-2.3238e-010	1.9548e-010
-2.6718e-010	-1.3158e-010	-1.71e-010
-1.7052e-010	1.0068e-010	2.589e-010
1.173e-010	-2.595e-010	2.9244e-010
-1.764e-011	2.712e-011	-2.202e-010
