# 25 atoms
# 199421 steps
# 199404 last change step
# -87.7372 eV
-2.56386e-010	1.18239e-010	1.69206e-010
-6.83082e-011	2.28526e-010	2.46891e-011
-1.45467e-005	4.74367e-006	4.80396e-006
9.30877e-012	-4.97017e-010	-2.68974e-011
-4.43296e-012	-7.81108e-011	-3.15991e-010
-2.14545e-010	4.39693e-011	-3.76583e-010
-2.0699e-010	-1.11361e-010	5.70223e-011
-2.6679e-010	9.68189e-011	-7.57835e-011
-1.89606e-010	-8.73379e-011	3.07469e-010
-1.83043e-010	-3.60456e-010	7.03534e-011
-1.0784e-010	1.48535e-010	3.76659e-010
1.39157e-011	-4.55469e-010	2.17698e-010
-2.20795e-011	3.82701e-011	1.67859e-010
-8.64586e-011	1.93695e-010	-2.20037e-010
1.76226e-010	-3.33475e-010	6.44943e-011
-2.14451e-010	-1.29227e-010	-1.92198e-010
-1.27404e-011	-2.09253e-010	1.77995e-010
-1.86555e-010	-3.34249e-010	3.20816e-010
1.6807e-010	-8.60429e-011	5.72849e-011
2.36385e-011	1.36419e-010	-4.38493e-010
-2.50093e-011	-1.7298e-012	-7.29901e-011
-2.01938e-011	-2.48954e-010	-7.79466e-011
1.88907e-010	-1.4863e-010	-1.79505e-010
1.52381e-010	1.00015e-010	-2.08434e-010
-3.02417e-010	3.27397e-010	1.95164e-011
