# 15 atoms
# 74300 steps
# 72524 last change step
# -46.2104 eV
-6.005e-011	-1.736e-011	-1.245e-010
-2.59e-010	-1.6904e-010	-8.752e-011
1.1733e-010	1.5085e-010	-9.225e-011
-5.065e-011	-2.6608e-010	-1.9921e-010
-4.73e-011	-1.9827e-010	4.331e-011
1.8063e-010	-2.5278e-010	1.2151e-010
-2.7829e-010	-3.7278e-010	-2.4205e-010
-1.3618e-010	2.577e-011	1.1619e-010
-1.7991e-010	-4.0182e-010	-1.083e-011
1.164e-010	-1.331e-011	9.218e-011
3.231e-011	2.1713e-010	1.4104e-010
2.8485e-010	1.6802e-010	1.004e-010
-1.2809e-010	2.1256e-010	-5.564e-011
5.1e-013	-1.2575e-010	2.7869e-010
1.5913e-010	-1.4985e-010	-1.1415e-010
